Pond #,Pond Name,Town,Quad,Park,Ownership,Wilderness Area,County, Watershed, LTM, Primitive Area, Wild Forest Area,Latitude,Longitude,Watershed Area (ha), Volume(m3),WA/SA ratio,Max Depth (m),NYTMN,NYTME,Runoff (cm),Littoral Area (ha),%Shore Slope >5deg,Mean Depth (m),Elevation (m), Surface Area (ha),Flushing Rate(times/yr),Shoreline Length (km),Date,ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF
60101,NORTH SPECTACLE POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441732,742920,44.4,59560,13.9,3.7,49042,5407,64,2.4,90,1.9,484,3.2,4.8,0.9,10/2/1985,3,,,,,,,9,,7,2,,,77,19,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60102,SOUTH SPECTACLE POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441720,742923,14.7,35290,7.4,4,49038,5405,64,1.6,99,1.8,484,2,2.7,0.5,10/2/1985,9,,,,,,,196,,2,9,,,12,2,,31,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60104,HEAVENS POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441813,742754,110.1,468832,6.2,6.1,49056,5431,64,10.5,5,2.6,497,17.8,1.5,3.4,10/22/1986,4,,,,,,,59,,3,93,,,38,3,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60107,UNNAMED POND ,Altamont ,Upper Saranac Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441752,742707,40.3,4663,80.6,1.2,49049,5438,64,0.5,99,0.9,518,0.5,55.3,0.3,10/21/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60110,TUPPER LAKE RESERVOIR ,Altamont ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441105,742814,219.3,33700,64.5,2.7,48923,5422,64,3.4,99,1,556,3.4,41.7,1.3,5/7/1985,10,,,,,,,,,35,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60116,LOST POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440455,743623,102.3,38778,18.9,1.5,48811,5316,76,5.4,20,0.7,558,5.4,20.1,1.4,6/5/1986,,,,,,,,,,29,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60117,BEAR POND,Long Lake,Little Tupper Lake,Y,Private,None,Hamilton,Raquette,N,None,None,440449,743912,543.3,2010052,9,8.2,48797,5270,76,24.3,1,3.3,568,60.6,2.1,6.8,10/21/1986,38,,,,,,,,1,54,61,13,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60118,ROUND LAKE ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440510,743450,17315.1,9846374,60.3,12.2,48794,5332,76,162.2,15,3.4,523,287,13.4,16.7,9/16/1985,20,,,1,,,,3,251,13,242,1,,305,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
60119,UNNAMED POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440401,743324,28,9742,46.7,2.4,48794,5355,76,0.6,99,1.6,529,0.6,21.8,0.3,5/6/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60121,HEDGEHOG POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440336,743329,9.6,61852,5.1,7.6,48785,5355,76,1.1,80,3.3,524,1.9,1.2,0.5,5/6/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60122,UNNAMED POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440347,743327,13.9,7403,17.4,2.1,48787,5354,76,0.8,99,0.9,524,0.8,14.3,0.4,5/12/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60123,HANDSOME POND ,Long Lake ,Kempshall Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440359,742711,859.7,2360078,14.2,6.7,48782,5437,64,19.8,25,3.9,541,60.5,2.3,4.8,10/3/1985,34,,,2,,,,1,36,78,108,,,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60124,UNNAMED POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440424,743228,28.3,3730,70.8,2.1,48799,5368,76,0.4,99,0.9,533,0.4,57.7,0.2,5/7/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60125,SPERRY POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440458,743105,1376.1,1500521,29.6,7.6,48813,5391,76,17.3,80,3.2,535,46.5,7,3.4,5/8/1985,22,,,,,,,24,269,24,371,,,124,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
060125A,UNNAMED POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440502,743137,24.1,10981,60.2,5.5,48810,5378,76,0.3,99,2.7,539,0.4,16.7,0.2,10/30/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60134,CHARLEY POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440144,744105,1616.1,1219117,35.5,4.3,48749,5247,76,17,80,2.7,538,45.5,10.1,5.3,6/26/1985,38,,,,,,,1,35,67,100,15,,41,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60135,EAST CHARLEY POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440241,744107,81.9,391109,8,6.1,48769,5253,76,3.9,5,3.8,582,10.3,1.6,1.6,6/3/1986,9,,,,,,,,,48,53,1,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
60136,LITTLE CHARLEY POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440228,744206,261.4,539575,27.5,12.5,48765,5238,76,2.6,2,5.7,558,9.5,3.7,1.4,6/3/1986,16,,,,,,,,,55,24,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,
60137,SOUTH BETTNER POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440207,743922,481,420092,31,5.5,48758,5281,76,8.1,35,2.7,552,15.5,8.7,1.8,9/17/1985,20,,,,,,,1,25,42,40,,,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60138,NORTHERN BETTNER POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440229,743849,365.6,162693,30.5,2.7,48764,5280,76,12,20,1.4,551,12,17.1,1.9,5/13/1986,30,,,,,,,5,66,17,74,,,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60139,OTTER POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440335,743837,486.4,115328,110.5,9.1,48784,5284,76,2.8,5,2.6,539,4.4,32.1,0.9,5/12/1986,18,,,1,,,,,205,24,21,,,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60140,CUB POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440326,744007,39.7,16316,36.1,4.3,48781,5265,76,1,25,1.5,581,1.1,18.5,0.4,6/18/1985,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60141,UNNAMED POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440349,743821,17,26786,12.1,5.5,48788,5290,76,1.2,25,1.9,570,1.4,4.8,0.5,10/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60142,LOON POND ,Long Lake ,Little Tupper Lake ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440400,743817,154.8,2415791,3.8,12.8,48794,5292,76,14,10,5.9,582,41.2,0.5,3.9,6/5/1986,8,,,,,,,,,5,78,9,,,74,,,,,,,1,,3,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
60143,HORSESHOE LAKE ,Piercefield ,Piercefield ,Y ,Public ,None ,St. Lawrence,Raquette,N,None,Horseshoe Lake,440750,743746,1254.3,4415789,7.8,4.9,48863,5305,76,65,2,2.7,526,161.4,2.2,6.6,10/20/1986,1,,,,,,,10,,1,160,,,11,3,,164,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
60144,HITCHENS POND ,Colton ,Little Tupper Lake ,Y ,Public ,None ,St. Lawrence,Raquette,N,Unnamed,None,440649,743925,11040.6,2255741,185.9,10.1,48844,5270,76,30.7,20,3.8,524,59.4,37.2,6.2,6/5/1986,,,,,,,,126,,3,51,,,100,125,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60145,LITTLE TROUT POND ,Colton ,Little Tupper Lake ,Y ,Public ,None ,St. Lawrence,Raquette,N,None,Horseshoe Lake,440536,743915,49.8,1487759,2.7,20.1,48824,5279,76,5.1,10,8.1,535,18.4,0.3,1.8,6/5/1986,1,,,,,,,380,14,25,24,10,,16,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60146,TROUT POND ,Colton ,Little Tupper Lake ,Y ,Public ,None ,St. Lawrence,Raquette,N,None,Horseshoe Lake,440519,743929,239,4289059,3.8,25.3,48823,5287,76,16.5,1,6.8,542,63.4,0.4,6,6/4/1986,37,,,,,,,50,15,14,42,42,,8,33,,,,,,,,,,,17,,,,2,,22,,,,,,,,,,,,,,,,,,,,,,,
60147,HIGH POND ,Long Lake ,Little Tupper Lake ,Y ,Mixed ,None ,Hamilton,Raquette,N,None,Horseshoe Lake,440507,743934,46.5,901651,2.9,17.4,48814,5279,76,6.4,1,5.7,573,15.8,0.3,2.8,10/10/1984,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60148,LITTLE PINE POND ,Colton ,Piercefield ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440753,743932,353.4,27928,110.4,1.5,48864,5274,76,3.2,20,0.9,527,3.2,96.2,0.7,10/28/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60149,BRADFORD POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440601,744240,157.7,96795,31.5,3.4,48830,5233,76,4.9,90,1.9,546,5,12.4,1,6/24/1985,,,,,,,,,,,17,,,9,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
60150,SOUTHERN HORNET POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440548,744322,508.9,192795,62.1,5.2,48827,5219,76,5.4,25,2.4,543,8.2,20.1,1.4,6/19/1985,,,,,,,,61,2,18,3,,,67,47,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60151,NORTHERN HORNET POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440559,744330,469.7,139522,70.1,5.8,48831,5218,76,4.8,70,2.1,543,6.7,25.6,1.2,6/19/1985,14,,,,,,,127,,7,3,,,47,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60152,HORNET (3 POUND) POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440559,744357,141.2,429335,10.6,6.7,48827,5211,76,6,5,3.2,544,13.3,2.5,2,6/19/1985,,,,,,,,,,37,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60153,UNNAMED (ALFRED) POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440539,744230,68,89063,20.6,4.6,48822,5236,76,1.8,10,2.7,530,3.3,5.8,1.1,6/19/1985,6,,,,,,,58,53,10,7,1,,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60154,LONG POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440506,744207,160.1,965521,3.5,7,48818,5245,76,38.5,15,2.1,542,46,1.3,5.5,6/24/1985,,,,,,,,21,8,13,89,1,,114,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60155,FIRST POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440527,744320,7236.9,813953,323.1,11.6,48818,5215,76,11,50,3.6,530,22.4,67.6,4.5,10/21/1985,4,,,,,,,6,309,8,145,,,86,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
060156A,SECOND POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440533,744419,7157.5,1108445,467.8,14.9,48819,5207,76,2.7,5,7.2,531,15.3,49.1,2,10/22/1985,1,,,,,,,99,123,5,141,,,27,16,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11,,,,,,,,,,,,
60161,SPRING POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440548,744450,41.5,543441,3.5,9.4,48823,5201,76,3.9,5,4.6,544,11.8,0.6,1.7,6/4/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60162,GRAVES POND ,Colton ,Wolf Mtn. ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440554,744529,986.7,115535,106.1,2.7,48830,5197,76,9.3,5,1.2,539,9.3,64.9,1.8,6/26/1985,5,,,,,,,,26,12,27,,,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60163,OTTER POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440650,744353,730.8,570848,60.4,9.8,48846,5215,76,3.1,5,4.7,576,12.1,9.7,1.8,6/5/1986,5,,,,,,,,212,29,43,,,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60164,IRON POND ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440657,744330,594.3,401875,59.4,9.1,48848,5223,76,3.7,10,4,607,10,11.2,2.1,6/20/1985,11,,,,,,,,3,2,21,4,,39,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60165,LAKE MARION ,Colton ,Little Tupper Lake ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440714,744304,519.1,12855570,6.2,46.6,48855,5229,76,10.9,2,15.4,607,83.4,0.3,5.3,6/17/1986,62,,,,,,,,,7,55,12,,14,22,,,,,,,,,1,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
60166,TRIANGLE POND ,Colton ,Piercefield ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440752,744226,129.8,138254,24,5.2,48861,5236,76,2.9,10,2.6,613,5.4,7.1,0.9,9/18/1985,11,,,,,,,,,,,,,227,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60167,PANTHER POND ,Colton ,Piercefield ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440802,744210,64.9,754624,4.7,16.8,48867,5232,76,4.8,10,5.5,639,13.7,0.7,1.6,6/24/1985,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60169,TOMAR POND ,Long Lake ,Wolf Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440355,744813,78.2,37714,37.2,5.5,48786,5156,76,1.6,99,1.8,531,2.1,15.8,0.6,6/20/1985,,,,,,,,289,48,4,31,,,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60170,HALFMOON POND ,Clifton ,Wolf Mtn. ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440455,744933,62.1,45963,23,7,48811,5139,76,2.4,5,1.7,558,2.7,10.3,1.1,6/20/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60171,TAMARACK POND ,Clifton ,Wolf Mtn. ,Y ,Public ,Five Ponds ,St. Lawrence,Raquette,N,None,None,440431,745033,53,251636,7.8,9.4,48802,5123,76,3.5,10,3.7,544,6.8,1.6,1.2,6/19/1985,15,,,,,,,,,5,,417,,,38,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
60172,HIGH POND ,Clifton ,Wolf Mtn. ,Y ,Public ,Five Ponds ,St. Lawrence,Raquette,N,None,None,440451,745012,17,92523,4.7,4.6,48809,5130,64,2.1,70,2.5,546,3.6,1.2,0.8,6/21/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60173,GRASS POND ,Clifton ,Wolf Mtn. ,Y ,Private ,None ,St. Lawrence,Raquette,N,None,None,440507,744800,448.8,2237002,9.1,11.3,48819,5158,76,17.2,20,4.5,531,49.2,1.5,4.1,6/18/1985,14,,,,,,,227,764,17,225,,,68,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60176,CLEAR POND ,Long Lake ,Wolf Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440238,744556,153.6,1221313,5.3,9.1,48763,5189,76,14.4,30,4.2,533,29,1,2.3,6/24/1985,32,,,,,,,10,,1,,5,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
60177,UNNAMED POND ,Long Lake ,Wolf Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440234,744504,16.4,8712,16.4,2.7,48765,5198,76,1,99,0.9,533,1,14.3,0.5,6/24/1985,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60178,BRIDGE BROOK POND ,Piercefield ,Piercefield ,Y ,Public ,None ,St. Lawrence,Raquette,N,None,Horseshoe Lake,440945,743411,1593.3,1787705,23.6,7.6,48899,5332,64,37.7,20,2.6,486,67.6,5.7,7.5,9/28/1984,25,,,,,,,63,245,15,147,42,,214,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60179,BLACK POND,Piercefield,Piercefield,Y,Public,None,St. Lawrence,Raquette,N,None,Horseshoe Lake,440903,743510,111.1,169165,14.8,9.1,48884,5328,64,5.7,20,2.3,539,7.5,4.2,1.8,6/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60181,MCBRIDE POND ,Altamont ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441013,742553,43.9,39698,18.3,4.3,48095,5454,64,2.2,5,1.7,535,2.4,7.1,0.7,10/20/1986,,,,,,,,,,1,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60182,LITTLE SIMON POND ,Altamont ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,Y,None,None,440942,742636,736.7,6313277,12.8,32,48890,5444,64,10,10,11,545,57.5,0.7,4.2,5/13/1985,70,,,,,,,,,49,56,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60183,MOODY POND ,Altamont ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441232,742521,39.5,264025,8.2,16.2,48949,5460,64,2,40,5.5,484,4.8,1,1.1,5/13/1986,,,,,,,,,,,2,2,,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60185,LINE POND ,Altamont ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441127,742404,31.4,23382,20.9,3.7,48929,5480,64,1.3,15,1.6,495,1.5,8.6,0.6,5/13/1986,,,,,,,,,,,,195,,7,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,
60188,PANTHER POND ,Harrietstown ,Tupper Lake ,Y ,Public ,None ,Franklin,Raquette,N,None,Saranac Lakes,441342,742020,45,174471,8.5,5.5,48973,5528,64,2,0,3.3,524,5.3,1.7,1,10/22/1986,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60189,ROLL BANK POND ,Harrietstown ,Tupper Lake ,Y ,Public ,None ,Franklin,Raquette,N,None,Saranac Lakes,441222,742040,29.9,28859,15,3.7,48950,5525,64,1.9,95,1.4,472,2,6.6,0.6,5/31/1984,,,,,6,,,20,,,2,,,12,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60190,TIFF POND ,Harrietstown ,Tupper Lake ,Y ,Mixed ,None ,Franklin,Raquette,N,None,Saranac Lakes,441253,741949,54.4,163878,10.5,5.2,48958,5538,64,2.2,70,3.2,488,5.2,2.1,0.9,5/6/1985,,,,,7,,,23,,,,,,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60191,STONY CREEK PONDS ,Harrietstown ,Tupper Lake ,Y ,Mixed ,High Peaks ,Franklin,Raquette,N,None,Saranac Lakes,441241,741853,676.6,2825129,9,12.5,48964,5552,64,35.1,5,3.8,472,74.9,1.5,9.1,9/25/1984,,,,,2,,,19,,1,7,,,19,,,33,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,
60192,UNNAMED (CALKINS) POND ,Harrietstown ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441304,741906,20.2,18587,18.4,2.7,48961,5546,64,1.1,99,1.7,475,1.1,7,0.4,10/23/1986,,,,,3,,,37,,,6,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60193,MUD POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,441323,741744,284.5,46923,47.4,2.7,48968,5562,64,6,90,0.8,472,6,38.8,1.1,5/30/1984,,,,,2,,,,,,5,,,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60194,UNNAMED (LOST) POND ,Harrietstown ,Tupper Lake ,Y ,Private ,None ,Franklin,Raquette,N,None,None,441250,741815,59.1,42864,29.6,6.4,48958,5558,64,1.5,40,2.1,479,2,8.8,0.6,5/6/1985,1,,,,,,,1,,,12,,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60195,PICKEREL POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,441142,741735,260.6,121044,40.1,4.6,48934,5565,64,4.9,90,1.9,479,6.5,13.8,1.1,5/30/1984,,,,,9,,,13,,,7,,,2,2,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60196,ROCK POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,441126,741810,98.9,404872,9,11,48931,5556,64,5.7,3,3.7,486,11,1.6,1.7,10/29/1986,8,,,,,,,49,,19,30,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60204,BEAVER POND,Harrietstown,Ampersand Lake,Y,Public,High Peaks,Franklin,Raquette,N,None,None,441243,741021,69.8,7606,43.6,0.9,48955,5665,76,1.6,20,0.5,597,1.6,69.7,0.7,10/23/1984,1,,,,,,,,48,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60207,PALMER POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,441036,741825,51.9,94187,8,4.6,48918,5555,64,5.7,80,1.4,522,6.5,3.5,1.4,9/6/1984,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,
60211,LOWER MOOSE POND ,Long Lake ,Kempshall Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440436,742455,375.8,228926,43.2,7.6,48803,5472,64,5.5,10,2.6,541,8.7,10.5,1.5,10/1/1985,,,,,,,,,3,,73,,,4,11,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60212,UPPER MOOSE POND ,Long Lake ,Kempshall Mtn. ,Y ,Private ,None ,Hamilton,Raquette,N,None,None,440424,742442,224.6,877217,14.3,10.1,48798,5476,64,2.9,10,5.6,559,15.7,1.6,1.7,6/3/1986,11,,,,,,,,10,83,55,2,,,32,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60213,LOWER COUNTY LINE POND ,Harrietstown ,Kempshall Mtn. ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,440712,741920,183.7,48431,51,4.3,48854,5543,64,3.4,50,1.3,515,3.6,24.3,0.8,6/1/1984,,,,,11,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60214,MIDDLE COUNTY LINE POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,440732,741844,51,13228,63.8,5.2,48860,5550,64,0.7,99,1.6,518,0.8,24.7,0.3,6/1/1984,,,,,,,,46,,5,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60215,UPPER COUNTY LINE POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,440742,741844,28.6,19511,23.8,2.6,48864,5551,64,1.2,90,1.3,518,1.2,9.4,0.5,6/1/1984,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60217,BRUEYER POND ,Harrietstown ,Tupper Lake ,Y ,Public ,High Peaks ,Franklin,Raquette,N,None,None,440810,741745,296,87372,34,3.4,48873,5563,64,8.5,50,1,525,8.7,21.7,1.8,6/25/1985,14,,,,,,,,46,,19,4,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
